Errors,site,Cave_string,ringingDate,month,Year,Hour,HourTime,type,ringnumber,Replacement,age,sex,winglength,weight,billlength,billheight,tarsus,TH,middletoe,Head,BLnalopsi,ringer,cave,nest_or_direction,Tag details,BP,Notes,Prospector
,,MT09_RM05BT_Lower,09/05/2022,5,2022,21,21:35:00,R,EE06699,0,4,,,,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Lower,09/05/2022,5,2022,21,21:49:00,R,EE04543,0,4,,,385,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Lower,09/05/2022,5,2022,22,22:10:00,N,EE04502,0,4,,,350,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Lower,09/05/2022,5,2022,22,22:20:00,R,EE04330,0,4,,,430,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Lower,09/05/2022,5,2022,22,22:30:00,N,EE04503,0,4,,,340,,,,,,,,BLM seabird project,Butter cave,way in,overlapped on purpose,,prospector,1
,,MT09_RM05BT_Lower,09/05/2022,5,2022,22,22:30:00,R,EE04534,0,4,,,300,,,,,,,,BLM seabird project,Butter cave,way in,RINGED MAJJISTRAL. ALL CORRECT IN NOTEBOOKS,,,0
,,MT09_RM05BT_Lower,09/05/2022,5,2022,22,22:35:00,R,EE03572,0,4,,,350,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Upper,09/05/2022,5,2022,21,21:15:00,R,EE01902,0,4,,,490,,,,,,,,BLM seabird project,Butter caver upper,way in,,,,0
,,MT09_RM05BT_Upper,09/05/2022,5,2022,21,21:50:00,R,EE06849,0,4,,,370,,,,,,,,BLM seabird project,Butter cave,way in,,,,0
,,MT09_RM05BT_Upper,09/05/2022,5,2022,22,22:15:00,R ,EE03665,0,4,,,390,,,,,,,,BLM seabird project,Butter cave ,way in,,,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,20,20:54:00,R,EE01919,0,4,,,430,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP6,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:05:00,R,EE03189,0,4,,,470,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:08:00,N,EE04981,0,4,,,420,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:10:00,N,EE04982,0,4,,,330,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:25:00,R,EE02342,0,4,,,385,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:29:00,R,EE02332,0,4,,,410,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,21,21:56:00,R,EE03937,0,4,,,360,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,22,22:00:00,N,EE04983,0,4,,,435,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP6,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,22,22:14:00,N,EE04984,0,4,,,315,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,22,22:16:00,R,EE03581,0,4,,,410,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP6,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,22,22:25:00,N,EE04985,0,4,,,340,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,10/05/2022,5,2022,22,22:48:00,R,EE06740,0,4,,,360,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,20,20:50:00,R,EE02054,0,4,,,330,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,20,20:54:00,R,EE06709,0,4,,,435,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:00:00,N,EE04534,0,4,,,360,,,,,,,,BLM seabird project,SOW 4,way in,RECAPTURED BUTTER CAVE. ALL CORRECT IN NOTEBOOKS,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:11:00,R,EE04743,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:12:00,R,EE04298,0,4,,,390,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:21:00,R,EE04262,0,4,,,385,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:23:00,R,EE06503,0,4,,,360,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:35:00,R,EE03404,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,wet legs,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:29:00,R,EE02594,0,4,,,385,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:37:00,R,EE06609,0,4,,,420,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,wet legs,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:44:00,R,EE03947,0,4,,,420,,,,,,,,BLM seabird project,SOW 4,way in,,,wet legs,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:45:00,N,EE04535,0,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in,,BP4,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:45:00,R,EE02600,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,21,21:55:00,R,EE04765,0,4,,,370,,,,,,,,BLM seabird project,SOW 4,way in,,BP4,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:00:00,R,EE03151,0,4,,,385,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:05:00,R,EE06649,0,4,,,335,,,,,,,,BLM seabird project,SOW 4,way in ,,BP5,wet legs,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:11:00,R,EE02591,0,4,,,420,,,,,,,,BLM seabird project,SOW 4,way in ,,BP5,"regurgitated, collected",0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:11:00,N,EE04536,0,4,,,335,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:15:00,R,EE06551,0,4,,244,435,38.8,8.6,48.8,7.5,46,50.5,29.4,BLM seabird project,SOW 4,way in,"GLS BV895 retrieved | Blood & P9,5,1",BP4,BHN 9.7 BillSkull 86.5,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:27:00,R,EE06953,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,wayin,,Bp5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:47:00,R,EE04346,0,4,,,360,,,,,,,,BLM seabird project,SOW 4,way in,,Bp5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:49:00,R,EE04275,0,4,,,400,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,22,22:55:00,R,EE03926,0,4,,,360,,,,,,,,BLM seabird project,SOW 4,way in ,,BP4,wet legs,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,23,23:06:00,R,EE06616,0,4,,,380,,,,,,,,BLM seabird project,SOW 4,way in,,BP5,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,23,23:08:00,R,EE03410,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in ,,BP5 ,"regurgitated, collected",0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,23,23:16:00,R,EE04059,0,4,,,435,,,,,,,,BLM seabird project,SOW 4,way in,,BP4,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,23,23:25:00,R,EE02225,0,4,,,410,,,,,,,,BLM seabird project,SOW 4,way in,,,,0
,,MT24_Majjistral_South_4,03/05/2022,5,2022,23,23:25:00,R,EE04754,0,4,,,420,,,,,,,,BLM seabird project,SOW 4,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:51:00,R,EE04208,0,4,,,370,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT09_RM04C,06/05/2022,5,2022,21,21:48:00,R,EE03069,0,4,,,335,,,,,,,,BLM seabird project,RM04C,way in,,BP5,,0
,,MT09_RM04C,06/05/2022,5,2022,22,22:08:00,R,EE02581,0,4,,,450,,,,,,,,BLM seabird project,RM04C,way in,,BP5,,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,21,21:08:00,R,EE04074,0,4,,,360,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,21,21:18:00,N,EE04522,0,4,,,400,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,21,21:48:00,R,EE01942,0,4,,,440,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,EE01942 replaced with EE04524,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,21,21:48:00,R,EE04524,1,4,,,440,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,EE01942 replaced with EE04524,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,22:15:00,N,EE04525,0,4,,,340,,,,,,,,BLM seabird project,Gregale Central ledge,prospector,,,prospector,1
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,22:20:00,R,EE06669,0,4,,,350,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,22:24:00,N,EE04526,0,4,,,310,,,,,,,,BLM seabird project,Gregale Central ledge,prospector,,,prospector,1
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,22:25:00,N,EE04527,0,4,,,360,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,,0
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,22:49:00,N,EE04528,0,4,,,370,,,,,,,,BLM seabird project,Gregale Central ledge,way in,,,prospector,1
,,MT09_RM05GC_Central,10/05/2022,5,2022,22,23:08:00,R,EE04583,0,4,,,320,,,,,,,,BLM seabird project,Gregale Central ledge,prospector,,,prospector,1
,,MT09_RM04A,10/05/2022,5,2022,21,21:24:00,R,EE04212,0,4,,,395,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,10/05/2022,5,2022,21,21:45:00,R,EE06559,0,4,,,390,,,,,,,,BLM seabird project,RM04A,wayin,,,,0
,,MT09_RM04A,10/05/2022,5,2022,21,21:50:00,R,EE04090,0,4,,,440,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,10/05/2022,5,2022,22,22:10:00,R,EE04031,0,4,,,460,,,,,,,,BLM seabird project,Rm04A,way in,,,,0
,,MT09_RM04A,10/05/2022,5,2022,22,22:37:00,R,EE03243,0,4,,,380,,,,,,,,BLM seabird project,RM04A,way in,GPS Axy14 retrieved,,,0
,,MT09_RM04A,10/05/2022,5,2022,22,22:58:00,R,EE03241,0,4,,,375,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,11/05/2022,5,2022,21,21:06:00,R,EE02734,0,4,,,465,,,,,,,,BLM seabird project,RM04A,wayin,,BP5,,0
,,MT09_RM04A,11/05/2022,5,2022,21,21:22:00,R,EE06842,0,4,,,340,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,11/05/2022,5,2022,21,21:38:00,N,EE04529,0,4,,,385,,,,,,,,BLM seabird project,RM04A,wayin,,BP4,,0
,,MT09_RM04A,11/05/2022,5,2022,22,22:15:00,R,EE02737,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM01,13/05/2022,5,2022,19,19:15:00,R,EE02421,0,4,,,,,,,,,,,BLM seabird project,RM01 Big Crack,NB19,with TO,,,0
,,MT09_RM01,13/05/2022,5,2022,19,19:30:00,N,EE04504,0,1,,116,320,,,,,,,,BLM seabird project,RM01 Big Crack,NB20,FS,,,0
,,MT09_RM04A,13/05/2022,5,2022,21,21:00:00,R,EE01945,0,4,,,435,,,,,,,,BLM seabird project,RM04A,way in,EE01945 replaced with EE04530,BP6,,0
,,MT09_RM04A,13/05/2022,5,2022,21,21:00:00,R,EE04530,1,4,,,435,,,,,,,,BLM seabird project,RM04A,way in,EE01945 replaced with EE04530,BP6,,0
,,MT09_RM04A,13/05/2022,5,2022,21,21:12:00,R,EE03318,0,4,,,410,,,,,,,,BLM seabird project,RM04A ,way in ,wet legs,BP5,,0
,,MT09_RM04A,13/05/2022,5,2022,21,21:15:00,R,EE06706,0,4,,,340,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,13/05/2022,5,2022,21,21:19:00,R,EE06559,0,4,,,420,,,,,,,,BLM seabird project,RM04A ,way in ,,,,0
,,MT09_RM04A,13/05/2022,5,2022,22,22:07:00,R,EE04090,0,4,,,370,,,,,,,,BLM seabird project,RM04A,way in,wet legs,,,0
,,MT09_RM04A,13/05/2022,5,2022,21,22:23:00,R,EE04031,0,4,,,390,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT27_Hasan,15/05/2022,5,2022,13,13:00:00,N,EE04505,0,1,,,390,,,,,,,,BLM seabird project,Ghar Hasan,NS3,IP,,,0
,,MT22_StPauls_Nestboxledge,18/05/2022,5,2022,21,21:00:00,R,EE04096,0,4,,,,,,,,,,,BLM seabird project,St Paul's Nest box ledge,way in,NB3,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:20:00,N,EE04921,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:55:00,N,EE04922,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:59:00,N,EE04923,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:00:00,N,EE04924,0,4,,,,,,,,,,,BLM seabird project,West Cave,prospector,,,prospector,1
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:03:00,N,EE04925,0,4,,,390,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:36:00,R,EE04045,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:36:00,R,EE02389,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,21,21:50:00,R,EE06636,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:30:00,R,EE03422,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:40:00,R,EE04043,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:49:00,R,EE03526,0,4,,,,,,,,,,,BLM seabird project,West Cave,way in ,,,,0
,,MT22_StPauls_WestCave,18/05/2022,5,2022,22,22:50:00,R,EE06631,0,4,F,,,,,,,,,,BLM seabird project,West Cave,way in ,NS1.5 partner,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,20,20:57:00,R,EE03772,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,21,21:08:00,R,EE03733,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,21,21:07:00,R,EE04787,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,21,21:22:00,R,EE04252,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,21,21:55:00,R,EE06673,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,21,21:57:00,R,EE03732,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:10:00,R,EE02053,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:09:00,R,EE04088,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:15:00,R,EE03271,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:29:00,R,EE02622,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:32:00,R,EE02212,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:32:00,R,EE04288,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,22,22:43:00,R,EE03963,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:02:00,R,EE03282,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:06:00,R,EE03260,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:12:00,R,EE04236,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:12:00,R,EE04289,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,03/05/2022,5,2022,23,23:15:00,R,EE03325,0,4,,,,,,,,,,,BLM seabird project,Eggshell Cave,way in,pit tag removed,,,0
,,MT09_RM01,06/05/2022,5,2022,18,18:30:00,R,EE04039,0,4,,,295,,,,,,,,BLM seabird project,RM01 Big Crack,NB23,with TO,BP4,,0
,,MT09_RM04A,06/05/2022,5,2022,21,21:06:00,N,EE04539,0,4,,,360,,,,,,,,BLM seabird project,RM04A,prospector,,BP5,prospector,1
,,MT09_RM04A,06/05/2022,5,2022,21,21:16:00,R,EE02506,0,4,,,350,,,,,,,,BLM seabird project,RM04A ,way in,,BP5,,0
,,MT09_RM04A,06/05/2022,5,2022,21,21:21:00,R,EE06931,0,4,,,420,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,06/05/2022,5,2022,21,21:23:00,N,EE04540,0,4,,,420,,,,,,,,BLM seabird project,RM04A,way in,overlapped on purpose,BP4,,0
,,MT09_RM04A,06/05/2022,5,2022,21,21:37:00,R,EE04031,0,4,,,435,,,,,,,,BLM seabird project,RM04A ,way in,,,,0
,,MT09_RM04A,06/05/2022,5,2022,22,22:08:00,R,EE02734,0,4,,,430,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,06/05/2022,5,2022,22,22:29:00,R,EE02737,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT09_RM04A,06/05/2022,5,2022,22,22:30:00,R,EE04538,0,4,,,350,,,,,,,,BLM seabird project,RM04A ,way in,,,,0
,,MT09_RM04A,06/05/2022,5,2022,22,22:35:00,R,EE04537,0,4,,,370,,,,,,,,BLM seabird project,RM04A,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,21,21:35:00,R,EE04133,0,4,,,360,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,21,21:31:00,N,EE04511,0,4,,,440,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,21,21:42:00,R,EE02385,0,4,,,400,,,,,,,,BLM seabird project,Main Cave,way in ,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,21,21:55:00,N,EE04512,0,4,,,435,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,22,22:09:00,R,EE04631,0,4,,,390,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,22,22:21:00,R,EE06642,0,4,,,395,,,,,,,,BLM seabird project,Main Cave,way in ,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,22,22:30:00,N,EE04513,0,4,,,390,,,,,,,,BLM seabird project,Main Cave,way out,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,22,22:52:00,R,EE04306,0,4,,,440,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,23,23:02:00,R,EE03197,0,4,,,335,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,23,23:07:00,R,EE03883,0,4,,,450,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,23,23:08:00,R,EE03894,0,4,,,435,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT22_StPauls_MainCave,18/05/2022,5,2022,23,23:12:00,N,EE04514,0,4,,,440,,,,,,,,BLM seabird project,Main Cave,way in,,,,0
,,MT09_RM04A,18/05/2022,5,2022,21,21:27:00,R,EE04540,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,18/05/2022,5,2022,21,21:40:00,R,EE03687,0,4,,,385,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM04A,18/05/2022,5,2022,21,21:43:00,R,EE03753,0,4,,,385,,,,,,,,BLM seabird project,RM04A,way in,Axy11 retrieved,,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:04:00,R,EE02737,0,4,,,445,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:08:00,R,EE03332,0,4,,,425,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:25:00,R,EE04530,0,4,,,435,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:35:00,R,EE03306,0,4,,,440,,,,,,,,BLM seabird project,RM04A,way in,Axy05 retrieved,BP5,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:50:00,R,EE03330,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,Bp6,,0
,,MT09_RM04A,18/05/2022,5,2022,22,22:55:00,R,EE06931,0,4,,,390,,,,,,,,BLM seabird project,RM04A,way in,,Bp5,,0
,,MT09_RM04A,18/05/2022,5,2022,23,23:24:00,R,EE06559,0,4,,,460,,,,,,,,BLM seabird project,RM04A,way in,,Bp5,,0
,,MT09_RM04A,18/05/2022,5,2022,23,23:33:00,R,EE06701,0,4,,,335,,,,,,,,BLM seabird project,RM04A,way in,,Bp6,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:05:00,R,EE02734,0,4,,,380,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:14:00,R,EE03318,0,4,,,370,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:17:00,R,EE04818,0,4,,,360,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:41:00,R,EE04529,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:48:00,R,EE03306,0,4,,,420,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,21/05/2022,5,2022,21,21:53:00,R,EE06934,0,4,,,370,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM04A,21/05/2022,5,2022,22,22:00:00,R,EE04031,0,4,,,390,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM04A,21/05/2022,5,2022,22,22:21:00,R,EE06933,0,4,,,480,,,,,,,,BLM seabird project,RM04A,way in,,BP5,,0
,,MT09_RM04A,21/05/2022,5,2022,22,22:44:00,R,EE03241,0,4,,,410,,,,,,,,BLM seabird project,RM04A,way in,,BP6,,0
,,MT09_RM01,26/05/2022,5,2022,19,19:00:00,R,EE04504,0,1,,,390,,,,,,,,BLM seabird project,RM01,NB20,,,overlapped on purpose,0
,,MT17_Cominotto_2,01/06/2022,6,2022,21,21:15:00,R,EE03682,0,4,,,,,,,,,,,BLM seabird project,Cave 2 ,way in,,,,0
,,MT17_Cominotto_1,01/06/2022,6,2022,21,21:25:00,N,EE04851,0,4,,,410,,,,,,,,BLM seabird project,Cave 1 ,way in,,,,0
,,MT17_Cominotto_2,01/06/2022,6,2022,21,21:44:00,N,EE04852,0,4,,,,,,,,,,,BLM seabird project,Cave 2 ,way in,,,,0
,,MT17_Cominotto_1,01/06/2022,6,2022,21,21:47:00,R,EE03246,0,4,,,420,,,,,,,,BLM seabird project,Cave 1 ,way in,,,,0
,,MT17_Cominotto_2,01/06/2022,6,2022,21,21:47:00,R,EE06792,0,4,,,,,,,,,,,BLM seabird project,Cave 2,way in,,,,0
,,MT17_Cominotto_2,01/06/2022,6,2022,22,22:03:00,R,EE04719,0,4,,,,,,,,,,,BLM seabird project,Cave 2,way in,,,,0
,,MT17_Cominotto_2,01/06/2022,6,2022,22,22:20:00,R,EE04268,0,4,,,,,,,,,,,BLM seabird project,Cave 2,way in,,,,0
,,MT17_Cominotto_2,01/06/2022,6,2022,22,22:35:00,R,EE04733,0,4,,,380,,,,,,,,BLM seabird project,Cave 2,way in,,,,0
,,MT17_Cominotto_1,01/06/2022,6,2022,22,22:35:00,R,EE06789,0,4,,,480,,,,,,,,BLM seabird project,Cave 1 ,way in,,,,0
,,MT17_Cominotto_1,01/06/2022,6,2022,22,22:45:00,R,EE04037,0,4,,,435,,,,,,,,BLM seabird project,Cave 1 ,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,21,21:31:00,R,EE03825,0,4,,,415,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
